,Unnamed: 0,tur,Body,REASON,WHY,Labels
,3444,spam,"It's Time to Protect Your Skin Against the Harmful Effects of the Sun!
Protect Your Skin with Sunscreen: Now 20% Off!

On the hot days of summer, it's a great opportunity to protect your skin from the harmful effects of the sun! Now **20% off on sunscreen products**!

**Our Featured Products:**
🌞 **Sunscreen SPF 50** - High protection and long-lasting effect.

🌿 **Natural Sun Spray** - Moisturizes and protects your skin.

🍊 **Sunscreen with Vitamin C** - Nourishes and protects your skin.

**Special Offer**: Free shipping and an extra gift! 🌟

Enjoy your summer by prioritizing the health of your skin! [Shop Now](#).

We wish you a bright and protected summer,
RAPHER Team",scam,health,"spam,scam,health"
,3445,spam,"""Protect Your Skin from the Sun and Shine!""**

**Subject:** Buy Sunscreen, Enjoy Summer: 25% Discount Opportunity!

Have you found the right product to protect your skin on sunny days? Discover the best sunscreens with **25% discount** now!

**Our New Products:**
🌞 **SPF 30 Sunscreen** - Light formula, strong protection!
🌸 **Whitening Sunscreen** - Protects while equalizing your skin tone.
🍃 **Organic Sunscreen** - Protects your skin with natural ingredients.

🎁 **Surprise**: Free gift for every 150 TL purchase!

Everything you need to protect your skin is here. [Shop Now](#).

Spend the summer with healthy and protected skin!
BRAUN Team",scam,health,"spam,scam,health"
,3446,spam,"Summer is Coming, Start Protecting Your Skin with Sunscreen!""
Subject: Buy Sunscreen, Spend Your Summer Vacation Safely: 15% Discount Opportunity!

Hello [Name],

While enjoying your summer vacation, don't forget to protect your skin! Now discover our sunscreen products with 15% discount opportunities.

Our New Arrivals: 🌞 Sunscreen SPF 40 - Provides long-lasting protection. 💧 Whitening Sunscreen Lotion - Ideal for an even-toned skin. 🌿 Natural Content Sunscreen Spray - Protects your skin from harmful UV rays.

Content and Protection: Don't miss the opportunity for free shipping and 15% discount!

Shop now to protect your skin! Start Shopping.

For protected and healthy skin,
LOYA Team",scam,health,"spam,scam,health"
,3447,spam,"Support Your Health: 20% Off Supplements and Products!

It's time to support your health! Discover our most popular health supplements with a 20% discount now.

Featured Products: 💪 Powerful Multivitamins - Supports your immune system. 🌱 Omega-3 Supplement - Perfect for your heart health. 🌿 Natural Ginger Capsules - Ideal for the digestive system.

Special Offer: Free shipping on purchases of 150 TL and above!

Shop now for a healthy life! Start Shopping.

We wish you healthy and fit days,
CLEİN Team",scam,health,"spam,scam,health"
,3448,spam,"Boost Your Energy, Feel Better Every Day!
New Year, New Beginnings: Energy and Immune Supplements Now 15% Off!

Hello consumer,

A perfect opportunity to make a healthy and energetic start in the new year! Get energy boosting and immune supporting supplements with 15% discount.

Our Popular Products: ⚡ Natural Energy Supplement - Keeps you vigorous all day long. 🍊 Vitamin C - Strengthens your immune system. 🌾 Green Tea Extract - Speeds up your metabolism.

Bonus Offer: Free shipping and gift opportunities!

Increase your health and energy! Shop Now.

We wish you fit and healthy days,
CLEİN Team",scam,health,"spam,scam,health"
,3449,spam,"""Pamper Your Body, Take Steps for a Healthy Life!""
Everything You Need for a Healthy Life: Now 20% Off!

Hello consumer,

Don't miss your opportunity to improve your health and feel more vigorous every day! Always stay healthy with 20% discounted health products.

Our New Products: 🌿 Probiotic Supplements - Supports your digestive system. 💧 Magnesium Supplement - Strengthens your muscle and nerve health. 🍋 Vitamin C Syrup - Strengthens your immunity.

🎁 Special Offer: Free shipping and gift for purchases of 100 TL and above!

Invest in your health and start shopping now! Start Shopping.

We wish you a healthy and happy life,
PRİM Team",scam,health,"spam,scam,health"
,3450,spam,"Renew Your Body, Live Healthy!""
Ideal Products for a Healthy Life: Now on Sale with a 25% Discount!

Hello Buyer,

Take advantage of the 25% discount opportunity to provide the support your body needs! Everything you need for a healthy life is here.

Our Featured Products: 🌿 Vitamin and Mineral Supplements - A healthy start every day. 🧘‍♂️ Relaxing Medicines - A life away from stress. 💪 Protein Powders - Supports muscle development.

Bonus Offer: Free shipping and an extra 25% discount!

Pamper your body, add value to your health! Shop Now.

We wish you a healthy and fit life,
CONSUM Team",scam,health,"spam,scam,health"
,3451,spam,"Take a Step for a Healthier Life!""
Subject: It's Time to Support Your Health: Now 20% Off Supplements!

Hello women,

Everything you need for a healthy life is here! Now give your body the care it deserves with 20% off health supplements and products.

Popular Products: 💪 Protein Supplements - Strengthen your muscle structure. 🍀 Herbal Supplements - Your natural source of power. 🥥 Omega-3 Fatty Acids - Supports your heart health.

🎁 Special Offer: Free shipping on purchases of 150 TL and above!

Enjoy healthy living! Start Shopping.

We wish you healthy days,
LOYA Team",scam,health,"spam,scam,health"
,3452,spam,"Are you ready to add excitement to your life? It's time to make new friendships and meaningful relationships with [Dating Site Name]!

Why Should You Choose [Dating Site Name]? 💬 Easy and Fast Sign Up: It only takes 5 minutes to create a profile! ❤️ Real People, Real Relationships: Meet only verified members. 🔒 Safe Environment: Keep your personal information safe.

Sign up now, don't miss the 30% discount for the first month!

New friendships, new adventures are starting! Join Now.

We wish you days full of love,",indecent,illegal activities,"spam,indecent,illegal activities"
,3453,spam,"Meet New People with a Click!

Do you want to meet new people, have meaningful conversations and maybe find the love of your life? All these are just a click away with [Dating Site Name]!

Our Features: 📱 Mobile Compatible: Chat comfortably from your phone. 💌 Instant Messaging: Chat without waiting. 🤝 Compatible Matches: Meet members who match your personal preferences.

Sign up now and start meeting new people!

Dating has never been easier! Sign Up Now.

With love,",indecent,illegal activities,"spam,indecent,illegal activities"
,3454,spam,"Ready to Start a New Love Story?""

Are you looking for a new love, friendship or just to chat? [Dating Site Name] is the place you're looking for!

Featured Features: ❤️ Personal Match: Meet people who share your interests. 🗣️ Chat & Video Call: Instantly message or make video calls. 🔒 Privacy Guarantee: Your information is safe.

Only today! Sign up for free and start finding love or friendship!

How about embarking on a new journey? Join Now.

Happy days,",indecent,illegal activities,"spam,indecent,illegal activities"
,3455,spam,"""Infinite Friendships and More Await You!""

Making new friendships and meaningful relationships has never been easier! Meet new people who will add color to your life with [Dating Site Name].

Our Features: 💖 Search by Special Interests: Find the perfect matches for you. 📅 Events & Meetings: Real life meetings and events. 🎉 Social Communities: Join groups that share similar hobbies.

Sign up today and take your place in the world of online dating!

Meet new people, make friends! Join Now.

We wish you a life full of love and happiness,",indecent,illegal activities,"spam,indecent,illegal activities"
,3456,spam,"Many New Acquaintances and Friendships Start Here!""
Register Now to Meet New People, Start for Free!

Hello [Name],

Fun conversations, new friendships and maybe the love of your life are waiting for you at [Dating Site Name]!

Why Should You Join [Dating Site Name]? 💌 Easy Matches: Reach people who match your interests right away. 💖 Love and Friendship: You can find both here! 🌍 Comprehensive Membership: The opportunity to meet people from all over the world.

Register now and start meeting new people!

New friendships in your life start here! Join Now.

We wish you a life full of love,
[Dating Site Name] Team",indecent,illegal activities,"spam,indecent,illegal activities"
,3457,spam,"
545 / 5.000
All you need is a click! [Dating Site Name] opens its doors to everyone who wants to make new friends and relationships.

Our Features: 🌟 Fast Registration and Profile Creation: You can be active in just a few minutes! 💬 Instant Messaging: Start chatting and meeting new friends right away. 💖 Love and Friendship Together: Making friends and finding someone special has never been easier.

Sign up now, discover new friendships and add color to your life!
Join Now

We wish you days full of love",indecent,illegal activities,"spam,indecent,illegal activities"
,3458,spam,"
2.332 / 5.000
Make New Acquaintances, Discover Your Matches: Sign Up for Free!

You're in the right place to meet new people and find special people to share your life with. With [Dating Site Name], you can start meeting people who will add excitement to your life!

Key Features: 🌐 Wide Member Network: Meet members from all over the world. ❤️ Match Test: Easily find ideal matches. 📱 Mobile Compatible: Chat anywhere, anytime.

Sign up now and start meeting new people!
Join Now

We wish you happy moments...",indecent,illegal activities,"spam,indecent,illegal activities"
,3459,spam,"Find Your Ideal Match, Make New Friends: Join Now!

Discover love and friendship at the same time with AZAR! Meet people from different hobbies, cultures and cities.

Join Us and Discover: 💌 Profile Customization: Meet more suitable matches by creating your own profile. 🎯 Real Matches: Easily find people based on your interests. 🕺 Social Events: Meetups and events in the real world.

Take the first step, sign up and meet new people!
Join Now

Wishing you a loving journey,
[Dating Site Name] Team",indecent,illegal activities,"spam,indecent,illegal activities"
,3460,spam,"""Join Now to Start a New Relationship!""

Start finding your ideal match or new friends with [Dating Site Name]! We offer a safe platform where you can meet people of all ages and from all places.

Get Started Quickly: 💬 Instant Messaging: Chat with people you just met. 📍 Personal Preference Matching: Meet people who match your interests. 🛡️ Secure Platform: Memberships are strictly vetted.

Sign up now, meet new people and discover your life!
Join Now

We wish you good fun and happy moments,
[Dating Site Name] Team",indecent,illegal activities,"spam,indecent,illegal activities"
,3461,spam,"Sign Up Now, Start Fun Chats!

Add brand new friends to your life with [Dating Site Name]! Experience love, friendship and enjoyable chats together.

Our Features: 🎯 Personal Matches: Find matches based on your interests. 📅 Events and Meetups: Opportunities for real-life encounters. 🌍 Meet Anywhere: Connect with new people from all over the world.

Sign up now and start meeting new people!
Join Now

We wish you a life full of love and happiness,
[Dating Site Name] Team",indecent,illegal activities,"spam,indecent,illegal activities"
,3462,spam,"Hello woman,
With WorldTalk, you have the opportunity to meet new people faster and get closer to new people. Chatting, meeting new people and making fun connections is now much easier!

Meet Our Features: 💬 Instant Chats: Start writing right away, meet new people. ❤️ Personal Preference Match: Match with profiles that match your interests. 📱 Mobile Compatible: Stay connected from anywhere.

Sign up now and start meeting more people!
Join Now

Wishing you loving chats,
WorldTalk Team",indecent,illegal activities,"spam,indecent,illegal activities"
